chr,start,end,arm,gc,map,filtered.bases
chr8,48000001,49000000,8q,0.4149,0.945688868412145,702
chr8,49000001,50000000,8q,0.425154,0.959470995382755,77
chr8,50000001,51000000,8q,0.366729,0.976927445317705,0
chr8,51000001,52000000,8q,0.356184,0.959539278753216,83
chr8,52000001,53000000,8q,0.384129,0.967733213449458,0
chr8,53000001,54000000,8q,0.398031,0.984105063784212,0
chr8,54000001,55000000,8q,0.403472,0.958406231433697,0
chr8,55000001,56000000,8q,0.401818,0.97166095715257,42
chr8,56000001,57000000,8q,0.410542,0.970852630583085,692
chr8,57000001,58000000,8q,0.393959,0.958533937098011,0
chr8,58000001,59000000,8q,0.393204,0.972713078148981,0
chr8,59000001,60000000,8q,0.385616,0.970399032607955,0
chr8,60000001,61000000,8q,0.364776,0.961991658997849,0
chr8,61000001,62000000,8q,0.408426,0.976828953029667,0
chr8,62000001,63000000,8q,0.38674,0.95861585503532,0
chr8,63000001,64000000,8q,0.375814,0.972497505827193,216
chr8,64000001,65000000,8q,0.375306,0.968656949694599,0
chr8,65000001,66000000,8q,0.373831,0.964824841871818,0
chr8,66000001,67000000,8q,0.397007,0.969739046998187,0
chr8,67000001,68000000,8q,0.407781,0.976190341341427,0
chr8,68000001,69000000,8q,0.391188,0.968109206047733,0
chr8,69000001,70000000,8q,0.368984,0.958671860436402,482
chr8,70000001,71000000,8q,0.404191,0.961473845069103,372
chr8,71000001,72000000,8q,0.387135,0.961306346555768,0
chr8,72000001,73000000,8q,0.380404,0.965386534415622,0
chr8,73000001,74000000,8q,0.388201,0.960311750877269,0
chr8,74000001,75000000,8q,0.406028,0.977985603291783,0
chr8,75000001,76000000,8q,0.379918,0.958040209666852,0
chr8,76000001,77000000,8q,0.354736,0.963665863242143,39
chr8,77000001,78000000,8q,0.356865,0.97370941354559,108
chr8,78000001,79000000,8q,0.34382,0.967981989587317,0
chr8,79000001,80000000,8q,0.354566,0.978035197352491,0
chr8,80000001,81000000,8q,0.384484,0.96642103203449,0
chr8,81000001,82000000,8q,0.413058,0.973797223544634,71
chr8,82000001,83000000,8q,0.378088,0.970002067245872,0
chr8,83000001,84000000,8q,0.344637,0.9798056453257,0
chr8,84000001,85000000,8q,0.352918,0.957659406856361,0
chr8,85000001,86000000,8q,0.356096,0.950479874512616,0
chr8,86000001,87000000,8q,0.337241,0.844588518126536,0
chr8,87000001,88000000,8q,0.378901,0.977591406739456,0
chr8,88000001,89000000,8q,0.358107,0.945998572574388,0
chr8,89000001,90000000,8q,0.354293,0.959322521453919,0
chr8,90000001,91000000,8q,0.367835,0.943306655014952,0
chr8,91000001,92000000,8q,0.376246,0.970949053231679,0
chr8,92000001,93000000,8q,0.370829,0.943015310280182,0
chr8,93000001,94000000,8q,0.369025,0.976573030804403,0
chr8,94000001,95000000,8q,0.395767,0.972578290761313,0
chr8,95000001,96000000,8q,0.410228,0.978874643610411,0
chr8,96000001,97000000,8q,0.402846,0.963134042572872,0
chr8,97000001,98000000,8q,0.402982,0.973464288272597,86
chr8,98000001,99000000,8q,0.42058,0.959159377376725,205
chr8,99000001,100000000,8q,0.40553,0.952072525138314,0
chr8,100000001,101000000,8q,0.370336,0.948841449425198,0
chr8,101000001,102000000,8q,0.416424,0.973627886518764,0
chr8,102000001,103000000,8q,0.421198,0.97286650817777,143
chr8,103000001,104000000,8q,0.427087,0.976239505210706,47
chr8,104000001,105000000,8q,0.381895,0.970239108386046,0
chr8,105000001,106000000,8q,0.380374,0.972661791541545,0
chr8,106000001,107000000,8q,0.361923,0.978482970053462,0
chr8,107000001,108000000,8q,0.372479,0.978577316409491,41
chr8,108000001,109000000,8q,0.372584,0.970835559574115,0
chr8,109000001,110000000,8q,0.372554,0.965012539261107,71
chr8,110000001,111000000,8q,0.369905,0.972432570185281,0
chr8,111000001,112000000,8q,0.345125,0.975934589220692,0
chr8,112000001,113000000,8q,0.345278,0.983188421101936,0
chr8,113000001,114000000,8q,0.342749,0.976272313583,0
chr8,114000001,115000000,8q,0.342913,0.971870264193871,0
chr8,115000001,116000000,8q,0.345029,0.948055610616428,0
chr8,116000001,117000000,8q,0.361208,0.977366000543362,0
chr8,117000001,118000000,8q,0.388034,0.980712305865293,44
chr8,118000001,119000000,8q,0.390468,0.978553626113033,0
chr8,119000001,120000000,8q,0.393484,0.974510432665303,0
chr8,120000001,121000000,8q,0.393674,0.95397850354903,0
chr8,121000001,122000000,8q,0.388822,0.97265846804771,0
chr8,122000001,123000000,8q,0.378378,0.966057140195368,0
chr8,123000001,124000000,8q,0.405881,0.976204879230662,0
chr8,124000001,125000000,8q,0.425007,0.984318403996174,0
chr8,125000001,126000000,8q,0.425376,0.984779429106432,0
chr8,126000001,127000000,8q,0.418988,0.981026741854753,0
chr8,127000001,128000000,8q,0.395907,0.963967835093113,0
chr8,128000001,129000000,8q,0.421208,0.970201683542497,90
chr8,129000001,130000000,8q,0.400094,0.949951355825883,0
chr8,130000001,131000000,8q,0.392105,0.976611556557743,0
chr8,131000001,132000000,8q,0.423362,0.991958540216034,0
chr8,132000001,133000000,8q,0.384515,0.946211686121418,0
chr8,133000001,134000000,8q,0.419007,0.983227456216647,100
chr8,134000001,135000000,8q,0.456271,0.988320372287656,0
chr8,135000001,136000000,8q,0.422466,0.976852798998355,647
chr8,136000001,137000000,8q,0.416803,0.966001621484104,72
chr8,137000001,138000000,8q,0.37652,0.974087666732703,0
chr8,138000001,139000000,8q,0.378074,0.971731349149459,0
chr8,139000001,140000000,8q,0.435404,0.965281948193294,0
chr8,140000001,141000000,8q,0.460679,0.989968047441711,112
chr8,141000001,142000000,8q,0.44362,0.979047008983663,0
chr8,142000001,143000000,8q,0.510219,0.963769809233886,0
chr8,143000001,144000000,8q,0.549232,0.981440873540843,0
chr8,144000001,145000000,8q,0.555879,0.977787326400935,0
chr8,145000001,146000000,8q,0.507179,0.900791811615317,0
chr9,1000001,2000000,9p,0.397077,0.95037069647113,267
chr9,2000001,3000000,9p,0.401667,0.983285867432471,0
chr9,3000001,4000000,9p,0.37735,0.974954054787471,0
chr9,4000001,5000000,9p,0.408558,0.964586863474559,360
chr9,5000001,6000000,9p,0.387348,0.960408376846842,0
chr9,6000001,7000000,9p,0.411704,0.951249133653608,0
chr9,7000001,8000000,9p,0.394308,0.980427674961369,67
chr9,8000001,9000000,9p,0.374225,0.978965935635563,0
chr9,9000001,10000000,9p,0.350891,0.97476505656729,0
chr9,10000001,11000000,9p,0.351465,0.964522209716887,0
chr9,11000001,12000000,9p,0.349134,0.969773043324466,0
chr9,12000001,13000000,9p,0.355045,0.974588377004679,0
chr9,13000001,14000000,9p,0.375845,0.972996760099793,0
chr9,14000001,15000000,9p,0.387853,0.977286206905425,0
chr9,15000001,16000000,9p,0.387437,0.945804401903287,0
chr9,16000001,17000000,9p,0.412765,0.984226049820789,0
chr9,17000001,18000000,9p,0.38063,0.954437217120647,124
chr9,18000001,19000000,9p,0.390298,0.966380637697546,0
chr9,19000001,20000000,9p,0.406441,0.961825906349184,204
chr9,20000001,21000000,9p,0.379781,0.965481766333646,176
chr9,21000001,22000000,9p,0.382282,0.955184090273981,0
chr9,22000001,23000000,9p,0.366835,0.952912779104244,0
chr9,23000001,24000000,9p,0.371766,0.97645083179599,0
chr9,24000001,25000000,9p,0.357293,0.955015873681706,0
chr9,25000001,26000000,9p,0.355235,0.970028846191321,0
chr9,26000001,27000000,9p,0.374853,0.971419972171121,113
chr9,27000001,28000000,9p,0.395365,0.976248616663112,0
chr9,28000001,29000000,9p,0.359616,0.955891799140659,64
chr9,29000001,30000000,9p,0.351288,0.977255157685878,0
chr9,30000001,31000000,9p,0.345528,0.96298041874386,0
chr9,31000001,32000000,9p,0.358242,0.955282154175927,0
chr9,32000001,33000000,9p,0.398112,0.948165319582881,229
chr9,33000001,34000000,9p,0.438031,0.934844231904428,2594
chr9,34000001,35000000,9p,0.459685,0.958171957329559,0
chr9,35000001,36000000,9p,0.447696,0.976977938059019,0
chr9,36000001,37000000,9p,0.447815,0.983993141973499,0
chr9,37000001,38000000,9p,0.431146,0.98622839212773,0
chr9,38000001,39000000,9p,0.440124,0.804824461893051,0
chr9,39000001,40000000,9p,0.364461,0.292331459946151,0
chr9,40000001,41000000,9p,0.326401,0.287555196866852,0
chr9,41000001,42000000,9p,0.362124,0.245901498007481,0
chr9,42000001,43000000,9p,0.360517,0.228138718477079,12293
chr9,43000001,44000000,9p,0.336471,0.308192106701037,0
chr9,44000001,45000000,9p,0.373017,0.368024726772759,14735
chr9,45000001,46000000,9p,0.334788,0.243045763877278,1106
chr9,46000001,47000000,9p,0.341289,0.237518074968824,839
chr9,51000001,52000000,9q,0,0,0
chr9,52000001,53000000,9q,0,0,0
chr9,53000001,54000000,9q,0,0,0
chr9,54000001,55000000,9q,0,0,0
chr9,55000001,56000000,9q,0,0,0
chr9,56000001,57000000,9q,0,0,0
chr9,57000001,58000000,9q,0,0,0
chr9,58000001,59000000,9q,0,0,0
chr9,59000001,60000000,9q,0,0,0
chr9,60000001,61000000,9q,0,0,0
chr9,61000001,62000000,9q,0,0,0
chr9,62000001,63000000,9q,0,0,0
chr9,63000001,64000000,9q,0,0,0
chr9,64000001,65000000,9q,0,0,0
chr9,65000001,66000000,9q,0.193484,0.26213293793945,0
chr9,66000001,67000000,9q,0.313687,0.35898705458764,109084
chr9,67000001,68000000,9q,0.301078,0.244895894015783,11459
chr9,68000001,69000000,9q,0.215794,0.415083029985,1117
chr9,69000001,70000000,9q,0.368835,0.314011615982442,84756
chr9,70000001,71000000,9q,0.273036,0.238680801923102,29539
chr9,71000001,72000000,9q,0.415192,0.971272146508232,0
chr9,72000001,73000000,9q,0.398527,0.948126339036966,473
chr9,73000001,74000000,9q,0.389227,0.967824458488529,0
chr9,74000001,75000000,9q,0.398705,0.980274410592811,0
chr9,75000001,76000000,9q,0.377314,0.982554346552117,0
chr9,76000001,77000000,9q,0.353965,0.978647987370949,0
chr9,77000001,78000000,9q,0.389727,0.972486483958751,0
chr9,78000001,79000000,9q,0.395128,0.975336182664153,143
chr9,79000001,80000000,9q,0.403763,0.976639324251777,364
chr9,80000001,81000000,9q,0.406032,0.962653443128026,0
chr9,81000001,82000000,9q,0.387822,0.97119698787889,0
chr9,82000001,83000000,9q,0.385071,0.963912187969327,0
chr9,83000001,84000000,9q,0.368309,0.955294922018901,0
chr9,84000001,85000000,9q,0.405394,0.961110449651444,86
chr9,85000001,86000000,9q,0.391596,0.959100084541883,0
chr9,86000001,87000000,9q,0.407979,0.954106766638083,0
chr9,87000001,88000000,9q,0.409252,0.978606348298631,0
chr9,88000001,89000000,9q,0.404551,0.934674770373306,0
chr9,89000001,90000000,9q,0.408909,0.97642841175553,0
chr9,90000001,91000000,9q,0.445359,0.938421529201315,0
chr9,91000001,92000000,9q,0.428903,0.979212842935605,0
chr9,92000001,93000000,9q,0.346476,0.968695426364175,367
chr9,93000001,94000000,9q,0.418837,0.972520419884788,0
chr9,94000001,95000000,9q,0.430734,0.964918718527349,0
chr9,95000001,96000000,9q,0.454125,0.966158724330651,0
chr9,96000001,97000000,9q,0.450539,0.960332615688284,0
chr9,97000001,98000000,9q,0.431745,0.927977327869356,0
chr9,98000001,99000000,9q,0.436308,0.980656503836676,0
chr9,99000001,100000000,9q,0.424518,0.898625297806443,0
chr9,100000001,101000000,9q,0.442479,0.97615212220702,0
chr9,101000001,102000000,9q,0.452746,0.984011693899877,0
chr9,102000001,103000000,9q,0.396916,0.972936669847235,0
chr9,103000001,104000000,9q,0.391287,0.951734166460975,0
chr9,104000001,105000000,9q,0.375972,0.962277190837898,0
chr9,105000001,106000000,9q,0.348558,0.97221640971431,0
chr9,106000001,107000000,9q,0.356988,0.95654553795514,320
chr9,107000001,108000000,9q,0.39883,0.98295103047618,75
chr9,108000001,109000000,9q,0.390168,0.946105369540787,0
chr9,109000001,110000000,9q,0.395498,0.976370472790365,0
chr9,110000001,111000000,9q,0.430849,0.979267155791897,1029
chr9,111000001,112000000,9q,0.409504,0.978514198564642,0
chr9,112000001,113000000,9q,0.430493,0.977112682718922,0
chr9,113000001,114000000,9q,0.38229,0.964022622173413,186
chr9,114000001,115000000,9q,0.408759,0.981571865530411,0
chr9,115000001,116000000,9q,0.419511,0.95139653926813,0
chr9,116000001,117000000,9q,0.465522,0.986052950973829,0
chr9,117000001,118000000,9q,0.444102,0.985229625788006,0
chr9,118000001,119000000,9q,0.385253,0.970967820562269,0
chr9,119000001,120000000,9q,0.417077,0.977341786967829,105
chr9,120000001,121000000,9q,0.390532,0.988869830220833,0
chr9,121000001,122000000,9q,0.376521,0.973223878987664,0
chr9,122000001,123000000,9q,0.413746,0.975626315395278,0
chr9,123000001,124000000,9q,0.42197,0.976935352715714,0
chr9,124000001,125000000,9q,0.473568,0.98349555283627,0
chr9,125000001,126000000,9q,0.40563,0.963219773611801,0
chr9,126000001,127000000,9q,0.448863,0.982931593468523,76
chr9,127000001,128000000,9q,0.456642,0.982914293107684,0
chr9,128000001,129000000,9q,0.435945,0.981877296278423,0
chr9,129000001,130000000,9q,0.472691,0.98551570310074,0
chr9,130000001,131000000,9q,0.508397,0.987849397023975,0
chr9,131000001,132000000,9q,0.514121,0.978578184929996,62
chr9,132000001,133000000,9q,0.507217,0.988175577968394,0
chr9,133000001,134000000,9q,0.43451,0.986244137229871,0
chr9,134000001,135000000,9q,0.47771,0.980996653069112,0
chr9,135000001,136000000,9q,0.482571,0.982184436749715,0
chr9,136000001,137000000,9q,0.545021,0.97619247188009,0
chr9,137000001,138000000,9q,0.520108,0.983930255466271,0
chr9,138000001,139000000,9q,0.53824,0.97527031495061,321
chr9,139000001,140000000,9q,0.560782,0.986008581387424,0
chr9,140000001,141000000,9q,0.539804,0.968313936830043,188
chr10,1000001,2000000,10p,0.45989,0.962751076143167,0
chr10,2000001,3000000,10p,0.403145,0.988722759220692,0
chr10,3000001,4000000,10p,0.443757,0.988294805946859,0
chr10,4000001,5000000,10p,0.389825,0.98661585665771,0
chr10,5000001,6000000,10p,0.433536,0.948410568048827,127
chr10,6000001,7000000,10p,0.436184,0.95494919159034,0
chr10,7000001,8000000,10p,0.425084,0.980529265405171,310
chr10,8000001,9000000,10p,0.400424,0.99078089197577,0
chr10,9000001,10000000,10p,0.362273,0.978338825604419,81
chr10,10000001,11000000,10p,0.389249,0.970099209104731,0
chr10,11000001,12000000,10p,0.438073,0.98360813040497,0
chr10,12000001,13000000,10p,0.44923,0.978646094210657,0
chr10,13000001,14000000,10p,0.442426,0.980881621539174,0
chr10,14000001,15000000,10p,0.427051,0.986528783106227,0
chr10,15000001,16000000,10p,0.417423,0.96716376661829,0
chr10,16000001,17000000,10p,0.400107,0.983197164113896,0
chr10,17000001,18000000,10p,0.390124,0.881190279610113,160
chr10,18000001,19000000,10p,0.39172,0.883170679820083,20934
chr10,19000001,20000000,10p,0.365245,0.962482275010815,0
chr10,20000001,21000000,10p,0.378559,0.960070178335401,0
chr10,21000001,22000000,10p,0.40961,0.978709551189752,0
chr10,22000001,23000000,10p,0.397595,0.96643392198292,0
chr10,23000001,24000000,10p,0.405768,0.964203822932718,0
chr10,24000001,25000000,10p,0.403968,0.970414141273327,0
chr10,25000001,26000000,10p,0.392929,0.96710979678515,0
chr10,26000001,27000000,10p,0.399626,0.968405079529553,0
chr10,27000001,28000000,10p,0.398079,0.968286375999062,0
chr10,28000001,29000000,10p,0.399303,0.981502763286681,0
chr10,29000001,30000000,10p,0.426279,0.976889626174031,0
chr10,30000001,31000000,10p,0.434705,0.98127521401253,0
chr10,31000001,32000000,10p,0.404269,0.954988479358896,0
chr10,32000001,33000000,10p,0.400506,0.954646928044124,433
chr10,33000001,34000000,10p,0.403786,0.969790915596527,0
chr10,34000001,35000000,10p,0.405403,0.988016947685503,0
chr10,35000001,36000000,10p,0.4318,0.978760843628297,65
chr10,36000001,37000000,10p,0.389825,0.971115777416539,87
chr10,37000001,38000000,10p,0.389722,0.930619809620452,90
chr10,38000001,39000000,10p,0.382962,0.797178204546037,66853
chr10,43000001,44000000,10q,0.464433,0.956949772377352,0
chr10,44000001,45000000,10q,0.435542,0.952223499302857,0
chr10,45000001,46000000,10q,0.423469,0.960064261280894,0
chr10,46000001,47000000,10q,0.393197,0.48557511650042,0
chr10,47000001,48000000,10q,0.351103,0.563261658629738,0
chr10,48000001,49000000,10q,0.417594,0.589730622677804,0
chr10,49000001,50000000,10q,0.385137,0.768898641704632,0
chr10,50000001,51000000,10q,0.452595,0.980697446081928,383
chr10,51000001,52000000,10q,0.36661,0.491118998976959,0
chr10,52000001,53000000,10q,0.386123,0.920173361228631,0
chr10,53000001,54000000,10q,0.365548,0.967313240870955,0
chr10,54000001,55000000,10q,0.370287,0.975407821818588,0
chr10,55000001,56000000,10q,0.35603,0.959834524582926,129
chr10,56000001,57000000,10q,0.344464,0.974392969120869,0
chr10,57000001,58000000,10q,0.343861,0.963825822325594,148
chr10,58000001,59000000,10q,0.351004,0.973098646102098,0
chr10,59000001,60000000,10q,0.362938,0.974500185591811,346
chr10,60000001,61000000,10q,0.381404,0.964142331394913,0
chr10,61000001,62000000,10q,0.392826,0.974932070391238,293
chr10,62000001,63000000,10q,0.380919,0.983252938932003,0
chr10,63000001,64000000,10q,0.379846,0.986802041484898,0
chr10,64000001,65000000,10q,0.402373,0.970236783067905,0
chr10,65000001,66000000,10q,0.393376,0.970746710484047,0
chr10,66000001,67000000,10q,0.355549,0.976113245863094,0
chr10,67000001,68000000,10q,0.354479,0.98213366705665,0
chr10,68000001,69000000,10q,0.359417,0.969722430180919,286
chr10,69000001,70000000,10q,0.387633,0.94915538735596,0
chr10,70000001,71000000,10q,0.429995,0.982382944145251,135
chr10,71000001,72000000,10q,0.473962,0.988616344895927,0
chr10,72000001,73000000,10q,0.48701,0.985587629603562,33
chr10,73000001,74000000,10q,0.499566,0.990479584023153,0
chr10,74000001,75000000,10q,0.413921,0.975146727986406,406
chr10,75000001,76000000,10q,0.434484,0.938998981181926,66
chr10,76000001,77000000,10q,0.404251,0.985253874636461,0
chr10,77000001,78000000,10q,0.429901,0.975924807614986,0
chr10,78000001,79000000,10q,0.397684,0.969565173792047,0
chr10,79000001,80000000,10q,0.463722,0.978648011745995,120
chr10,80000001,81000000,10q,0.489187,0.990431155606934,33
chr10,81000001,82000000,10q,0.450913,0.817961382634021,0
chr10,82000001,83000000,10q,0.414646,0.960265087219509,0
chr10,83000001,84000000,10q,0.366321,0.96955141892162,0
chr10,84000001,85000000,10q,0.374386,0.982441916707361,0
chr10,85000001,86000000,10q,0.393193,0.969041772998852,0
chr10,86000001,87000000,10q,0.400651,0.955016339327769,0
chr10,87000001,88000000,10q,0.419139,0.966447622175728,0
chr10,88000001,89000000,10q,0.450527,0.900608545470255,0
chr10,89000001,90000000,10q,0.392232,0.838831067465837,0
chr10,90000001,91000000,10q,0.375686,0.983353042313191,0
chr10,91000001,92000000,10q,0.391363,0.962722679728735,29
chr10,92000001,93000000,10q,0.389092,0.970910407268235,0
chr10,93000001,94000000,10q,0.395462,0.947646064484532,0
chr10,94000001,95000000,10q,0.415768,0.981772517795742,0
chr10,95000001,96000000,10q,0.420883,0.978403257579313,0
chr10,96000001,97000000,10q,0.390661,0.928364415964787,0
chr10,97000001,98000000,10q,0.415415,0.979148687912979,0
chr10,98000001,99000000,10q,0.441587,0.987058139116695,0
chr10,99000001,100000000,10q,0.467647,0.973401933823263,0
chr10,100000001,101000000,10q,0.404725,0.946957434661315,0
chr10,101000001,102000000,10q,0.426763,0.965226959110914,586
chr10,102000001,103000000,10q,0.478634,0.978810619545457,0
chr10,103000001,104000000,10q,0.450765,0.985156109557649,0
chr10,104000001,105000000,10q,0.458352,0.979744304845081,0
chr10,105000001,106000000,10q,0.460819,0.989578932562742,0
chr10,106000001,107000000,10q,0.418073,0.979904441117135,85
chr10,107000001,108000000,10q,0.377219,0.958660397401675,0
chr10,108000001,109000000,10q,0.390736,0.981742432869388,0
chr10,109000001,110000000,10q,0.37029,0.981278329812326,63
chr10,110000001,111000000,10q,0.375632,0.960692229889561,0
chr10,111000001,112000000,10q,0.404491,0.951369509175971,0
chr10,112000001,113000000,10q,0.421659,0.984026492106109,0
chr10,113000001,114000000,10q,0.403677,0.959219499350866,0
chr10,114000001,115000000,10q,0.422452,0.985941071387232,0
chr10,115000001,116000000,10q,0.422639,0.989632409838914,0
chr10,116000001,117000000,10q,0.415455,0.982028165106185,0
chr10,117000001,118000000,10q,0.378047,0.97046356653391,0
chr10,118000001,119000000,10q,0.422981,0.978989578986995,0
chr10,119000001,120000000,10q,0.422939,0.988327755808286,89
chr10,120000001,121000000,10q,0.434678,0.982242162781511,0
chr10,121000001,122000000,10q,0.44882,0.978445689374322,0
chr10,122000001,123000000,10q,0.418437,0.970869661857786,65
chr10,123000001,124000000,10q,0.444132,0.987687787125823,0
chr10,124000001,125000000,10q,0.439458,0.961801436599149,0
chr10,125000001,126000000,10q,0.442652,0.993771736946103,0
chr10,126000001,127000000,10q,0.482568,0.986938199368422,0
chr10,127000001,128000000,10q,0.426112,0.974782027640791,0
chr10,128000001,129000000,10q,0.370317,0.973951679605579,0
chr10,129000001,130000000,10q,0.440918,0.985593562640568,154
chr10,130000001,131000000,10q,0.444368,0.990676992130966,0
chr10,131000001,132000000,10q,0.455924,0.986070006095208,0
chr10,132000001,133000000,10q,0.470659,0.98020365085568,0
chr10,133000001,134000000,10q,0.442117,0.976751026941329,0
chr10,134000001,135000000,10q,0.55971,0.975360154382192,720
chr11,1000001,2000000,11p,0.537349,0.970823666047167,336
chr11,2000001,3000000,11p,0.536927,0.986519080290814,0
chr11,3000001,4000000,11p,0.473199,0.851472251893518,0
chr11,4000001,5000000,11p,0.401241,0.881709419689356,0
chr11,5000001,6000000,11p,0.382164,0.946863423222153,0
chr11,6000001,7000000,11p,0.421605,0.956969345895148,169
chr11,7000001,8000000,11p,0.400561,0.944333870118153,0
chr11,8000001,9000000,11p,0.445469,0.969348397911354,0
chr11,9000001,10000000,11p,0.424752,0.974543208922581,0
chr11,10000001,11000000,11p,0.41478,0.970865636739841,848
chr11,11000001,12000000,11p,0.430131,0.985151697411898,0
chr11,12000001,13000000,11p,0.436203,0.987138141292949,0
chr11,13000001,14000000,11p,0.40846,0.954801502173092,172
chr11,14000001,15000000,11p,0.400214,0.940027690096266,0
chr11,15000001,16000000,11p,0.415764,0.991083667542192,0
chr11,16000001,17000000,11p,0.382217,0.967362754590061,0
chr11,17000001,18000000,11p,0.453457,0.982618391602491,0
chr11,18000001,19000000,11p,0.424223,0.965041018391633,119
chr11,19000001,20000000,11p,0.432956,0.973503763996888,0
chr11,20000001,21000000,11p,0.40974,0.976800929114607,0
chr11,21000001,22000000,11p,0.371286,0.975767650037733,0
chr11,22000001,23000000,11p,0.364159,0.958357725869971,142
chr11,23000001,24000000,11p,0.359805,0.954174773833758,111
chr11,24000001,25000000,11p,0.352694,0.966104997444961,0
chr11,25000001,26000000,11p,0.352487,0.946600922723097,0
chr11,26000001,27000000,11p,0.363914,0.969111868380131,0
chr11,27000001,28000000,11p,0.39623,0.966065052178629,0
chr11,28000001,29000000,11p,0.366456,0.961357823460166,0
chr11,29000001,30000000,11p,0.365598,0.961352233458611,0
chr11,30000001,31000000,11p,0.383996,0.973930625240977,0
chr11,31000001,32000000,11p,0.375094,0.965354797954472,0
chr11,32000001,33000000,11p,0.412335,0.968691223215264,0
chr11,33000001,34000000,11p,0.4182,0.980105383314932,0
chr11,34000001,35000000,11p,0.426588,0.978384902879755,0
chr11,35000001,36000000,11p,0.416787,0.973727379137139,0
chr11,36000001,37000000,11p,0.414468,0.971896216014252,0
chr11,37000001,38000000,11p,0.356578,0.972155605859104,0
chr11,38000001,39000000,11p,0.351418,0.977584891661145,135
chr11,39000001,40000000,11p,0.364186,0.952257452984918,0
chr11,40000001,41000000,11p,0.368069,0.97117701392772,301
chr11,41000001,42000000,11p,0.368112,0.98149380865899,0
chr11,42000001,43000000,11p,0.375256,0.953995576356523,0
chr11,43000001,44000000,11p,0.403937,0.96147959597313,0
chr11,44000001,45000000,11p,0.477814,0.990374837121167,0
chr11,45000001,46000000,11p,0.476332,0.982490111512449,0
chr11,46000001,47000000,11p,0.447602,0.983310197607023,0
chr11,47000001,48000000,11p,0.46233,0.97750331174738,0
chr11,48000001,49000000,11p,0.396562,0.870706992409529,204532
chr11,49000001,50000000,11p,0.3647,0.778870561120136,0
chr11,50000001,51000000,11p,0.300754,0.916985622449563,369794
chr11,55000001,56000000,11q,0.361888,0.911845671465028,22963
chr11,56000001,57000000,11q,0.379169,0.954888127491236,0
chr11,57000001,58000000,11q,0.446883,0.968652169854609,0
chr11,58000001,59000000,11q,0.389092,0.953736832982299,0
chr11,59000001,60000000,11q,0.401581,0.964462332069134,0
chr11,60000001,61000000,11q,0.444352,0.941033435783322,0
chr11,61000001,62000000,11q,0.505347,0.973869277281882,0
chr11,62000001,63000000,11q,0.467443,0.949542734365158,0
chr11,63000001,64000000,11q,0.476786,0.945911923903993,0
chr11,64000001,65000000,11q,0.529616,0.987352814718976,0
chr11,65000001,66000000,11q,0.505755,0.978786410005561,0
chr11,66000001,67000000,11q,0.499076,0.976991924145654,0
chr11,67000001,68000000,11q,0.503375,0.870917824481123,395
chr11,68000001,69000000,11q,0.496953,0.980857500379623,0
chr11,69000001,70000000,11q,0.461795,0.993893367838784,0
chr11,70000001,71000000,11q,0.506221,0.98483766220109,0
chr11,71000001,72000000,11q,0.465888,0.853298744597981,0
chr11,72000001,73000000,11q,0.462617,0.981560755337284,31
chr11,73000001,74000000,11q,0.440461,0.976253798226525,430
chr11,74000001,75000000,11q,0.435105,0.959924866292133,549
chr11,75000001,76000000,11q,0.464934,0.978947190364826,175
chr11,76000001,77000000,11q,0.455663,0.970718313490704,0
chr11,77000001,78000000,11q,0.422591,0.956191807978066,358
chr11,78000001,79000000,11q,0.428581,0.983374651353722,0
chr11,79000001,80000000,11q,0.401873,0.981910929709,0
chr11,80000001,81000000,11q,0.367559,0.986681543055382,0
chr11,81000001,82000000,11q,0.358399,0.968073281905548,0
chr11,82000001,83000000,11q,0.388699,0.979659206480732,83
chr11,83000001,84000000,11q,0.381421,0.964361067296935,0
chr11,84000001,85000000,11q,0.363931,0.980291957272407,241
chr11,85000001,86000000,11q,0.39118,0.962403236969796,824
chr11,86000001,87000000,11q,0.402441,0.946902233769391,150
chr11,87000001,88000000,11q,0.36227,0.948343628796635,0
chr11,88000001,89000000,11q,0.361667,0.911726287455515,0
chr11,89000001,90000000,11q,0.368992,0.718032999370992,0
chr11,90000001,91000000,11q,0.35223,0.954039156389528,0
chr11,91000001,92000000,11q,0.371002,0.966084572656698,0
chr11,92000001,93000000,11q,0.39646,0.970310852303249,0
chr11,93000001,94000000,11q,0.407127,0.950584396202445,0
chr11,94000001,95000000,11q,0.405508,0.968777842546057,133
chr11,95000001,96000000,11q,0.391304,0.967470510177305,0
chr11,96000001,97000000,11q,0.315005,0.950252595291091,0
chr11,97000001,98000000,11q,0.356018,0.9839987636755,0
chr11,98000001,99000000,11q,0.354351,0.964663548655583,0
chr11,99000001,100000000,11q,0.348783,0.970136574632561,0
chr11,100000001,101000000,11q,0.377287,0.959406805619964,0
chr11,101000001,102000000,11q,0.381467,0.957107275418932,0
chr11,102000001,103000000,11q,0.39266,0.969919602367134,69
chr11,103000001,104000000,11q,0.370842,0.967140485564399,237
chr11,104000001,105000000,11q,0.360424,0.979028148908075,0
chr11,105000001,106000000,11q,0.355821,0.986237207721273,0
chr11,106000001,107000000,11q,0.369788,0.977781061650683,0
chr11,107000001,108000000,11q,0.39773,0.973485791520445,0
chr11,108000001,109000000,11q,0.391865,0.960020388531848,0
chr11,109000001,110000000,11q,0.382763,0.962498365020631,0
